CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance
19720,536,Kaitlyn,Phillips,10-Nov-68,M,F,"$70,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19721,616,Noah,Allen,15-Jan-85,S,M,"$70,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19722,334,Dalton,Bailey,06-Nov-67,M,M,"$70,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19723,310,Olivia,Russell,17-Nov-72,M,F,"$70,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19724,542,Bryce,Morris,27-Dec-69,S,M,"$60,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19725,352,Alexandria,Ramirez,17-Apr-60,M,F,"$40,000.00",0,Partial College,Professional,0,2,5-10 Miles
19726,49,Javier,Rubio,25-Dec-68,M,M,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19727,612,Natasha,Vazquez,13-Mar-95,M,F,"$60,000.00",0,Graduate Degree,Management,0,2,1-2 Miles
19728,627,Wyatt,Edwards,03-Feb-86,M,M,"$60,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19729,60,Nicole,Patterson,08-Sep-71,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19730,300,Ricardo,Black,05-Apr-82,M,M,"$70,000.00",0,Graduate Degree,Management,0,2,1-2 Miles
19731,339,Jonathan,Allen,23-Aug-69,M,M,"$80,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19732,298,Kyle,Hill,31-Dec-90,S,M,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19733,623,Caitlin,Watson,15-Oct-63,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19734,359,Natalie,Weisman,12-Apr-95,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19735,331,Mackenzie,Reed,05-Mar-65,M,F,"$70,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19736,360,Rachel,Kelly,06-Dec-83,M,F,"$70,000.00",0,Graduate Degree,Management,1,2,1-2 Miles
19737,612,Erin,Ramirez,05-Apr-91,S,F,"$70,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19738,609,Henry,Martinez,27-Apr-99,M,M,"$70,000.00",0,Graduate Degree,Management,0,2,1-2 Miles
19739,307,Lucas,Perry,27-Jun-88,M,M,"$70,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19740,611,Connie,Liang,08-Apr-95,S,F,"$70,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19741,616,María,Rivera,25-Jan-77,S,F,"$80,000.00",0,Graduate Degree,Management,1,2,5-10 Miles
19742,609,Alexia,Russell,01-Nov-74,M,F,"$50,000.00",0,Bachelors,Management,1,2,10+ Miles
19743,609,Holly,Rana,24-Jul-66,S,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19744,310,Tamara,Cai,18-Jan-69,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19745,343,Kayla,Simmons,12-Jun-68,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19746,50,Stephanie,Sanders,16-Sep-70,M,F,"$70,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19747,311,Louis,Rai,30-May-83,M,M,"$50,000.00",0,Bachelors,Management,1,2,10+ Miles
19748,10,Cory,Prasad,08-Feb-87,M,M,"$20,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19749,359,Natalie,Jackson,28-Jun-93,S,F,"$70,000.00",0,Partial College,Skilled Manual,0,2,0-1 Miles
19750,52,Miguel,Flores,13-Apr-67,S,M,"$40,000.00",0,Partial High School,Clerical,0,2,5-10 Miles
19751,53,Kaylee,Hall,17-Apr-96,S,F,"$40,000.00",0,Partial High School,Clerical,0,2,1-2 Miles
19752,12,Ebony,Madan,30-Jun-64,M,F,"$20,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19753,12,Lisa,Gao,11-Jul-73,M,F,"$20,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19754,612,Francisco,Rana,18-Jun-92,S,M,"$40,000.00",0,Partial College,Skilled Manual,0,1,1-2 Miles
19755,641,Lauren,Foster,24-Feb-85,M,F,"$40,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19756,307,Nicolas,Yuan,25-Sep-64,S,M,"$60,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19757,66,Allison,Allen,06-Apr-86,M,F,"$60,000.00",0,Partial College,Skilled Manual,0,2,1-2 Miles
19758,385,Alex,Wright,05-Apr-98,S,M,"$60,000.00",0,Partial College,Skilled Manual,0,2,1-2 Miles
19759,355,Sydney,Barnes,18-Feb-92,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19760,326,Sydney,Russell,26-Mar-68,S,F,"$60,000.00",0,Partial College,Skilled Manual,0,2,1-2 Miles
19761,30,Alan,Lu,22-Aug-89,M,M,"$20,000.00",1,Partial High School,Clerical,1,2,1-2 Miles
19762,35,Warren,Ma,23-Jan-83,S,M,"$20,000.00",1,Partial High School,Clerical,1,2,5-10 Miles
19763,29,Roger,Lu,07-Sep-91,M,M,"$30,000.00",0,Partial College,Clerical,0,2,1-2 Miles
19764,37,Wayne,Pal,25-Mar-87,M,M,"$20,000.00",1,Partial High School,Clerical,0,2,1-2 Miles
19765,28,Ruben,Patel,22-Sep-87,M,M,"$30,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19766,7,Edwin,Lin,20-Feb-81,M,M,"$30,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19767,299,Ross,Serrano,24-Oct-82,S,M,"$40,000.00",0,Partial High School,Clerical,0,2,5-10 Miles
19768,310,Christopher,Jackson,10-Mar-63,S,M,"$40,000.00",0,Partial High School,Clerical,0,2,1-2 Miles
19769,337,Andrea,Peterson,23-Jun-86,M,F,"$30,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19770,14,Rosa,Liang,18-Apr-61,M,F,"$30,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19771,23,Tasha,Jai,18-Jan-63,M,F,"$30,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19772,38,Hector,Vazquez,09-Apr-91,S,M,"$80,000.00",0,Partial College,Skilled Manual,0,2,1-2 Miles
19773,23,Ricky,Gutierrez,02-Nov-67,M,M,"$80,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19774,631,Brianna,Davis,22-Feb-81,M,F,"$40,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19775,307,Alisha,Cai,27-Nov-91,S,F,"$40,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19776,314,Judith,Murphy,17-Jun-72,M,F,"$40,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19777,338,Jonathan,Thomas,01-Oct-66,M,M,"$60,000.00",0,Partial College,Skilled Manual,0,2,1-2 Miles
19778,343,Isabella,Jones,21-Jun-82,M,F,"$60,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19779,542,Emily,Foster,23-Apr-95,S,F,"$60,000.00",0,Partial College,Skilled Manual,1,2,5-10 Miles
19780,338,Brianna,White,01-Jan-91,S,F,"$70,000.00",0,Partial College,Professional,0,2,0-1 Miles
19781,52,Alexis,Washington,02-Dec-92,M,F,"$60,000.00",0,Partial College,Professional,0,2,1-2 Miles
19782,38,Derek,Shan,27-Oct-78,S,M,"$80,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19783,34,Tony,Kumar,22-Jan-70,S,M,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19784,27,Christy,Liu,18-Jun-82,M,F,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19785,4,Olivia,Ramirez,16-Oct-77,M,F,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19786,34,Robin,Carlson,10-Oct-89,M,F,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19787,32,Alex,Hill,01-Sep-96,S,M,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19788,20,Kristen,Hu,11-Jun-77,S,F,"$80,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19789,8,Gloria,Munoz,31-Dec-78,M,F,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19790,11,Amy,Wu,28-Mar-68,S,F,"$80,000.00",0,High School,Skilled Manual,0,2,1-2 Miles
19791,20,Warren,Zhou,18-Sep-85,S,M,"$80,000.00",0,High School,Skilled Manual,1,2,5-10 Miles
19792,11,Cristina,Nara,16-Jan-76,S,F,"$70,000.00",0,High School,Professional,0,2,1-2 Miles
19793,8,Tina,Smith,28-Sep-83,S,F,"$70,000.00",0,High School,Professional,1,2,5-10 Miles
19794,28,Danny,Ortega,29-Sep-88,S,M,"$70,000.00",0,High School,Professional,1,2,5-10 Miles
19795,40,Casey,Navarro,23-Jun-94,M,M,"$100,000.00",1,Bachelors,Management,1,3,0-1 Miles
19796,4,Marshall,Xie,27-Jul-76,S,M,"$120,000.00",1,Bachelors,Management,1,4,2-5 Miles
19797,36,Clarence,Liu,03-Jan-73,S,M,"$130,000.00",0,Graduate Degree,Management,1,3,0-1 Miles
19798,12,Bianca,Ma,04-Jul-67,M,F,"$110,000.00",1,Bachelors,Management,1,4,2-5 Miles
19799,385,Austin,Taylor,26-Dec-88,S,M,"$80,000.00",0,Bachelors,Management,1,1,2-5 Miles
19800,339,Lauren,White,29-Nov-88,S,F,"$80,000.00",0,Bachelors,Management,0,1,2-5 Miles
19801,54,John,Lee,02-Feb-80,S,M,"$30,000.00",0,High School,Professional,1,2,5-10 Miles
19802,56,Sara,James,06-Aug-67,S,F,"$30,000.00",0,High School,Professional,0,2,1-2 Miles
19803,611,Jermaine,Mehta,30-Oct-61,S,M,"$30,000.00",0,Partial High School,Skilled Manual,0,2,1-2 Miles
19804,539,Cameron,Foster,05-Jul-81,S,M,"$60,000.00",0,Partial College,Professional,0,2,5-10 Miles
19805,301,Mariah,Butler,01-Oct-79,S,F,"$60,000.00",0,Partial College,Professional,0,2,5-10 Miles
19806,302,Nancy,Perez,20-Nov-83,S,F,"$60,000.00",0,Partial College,Professional,1,2,5-10 Miles
19807,15,Shannon,Zhao,28-Jul-98,M,F,"$110,000.00",2,Bachelors,Management,1,1,2-5 Miles
19808,326,Brooke,Kelly,27-Sep-94,M,F,"$130,000.00",1,Graduate Degree,Management,1,3,0-1 Miles
19809,335,Eric,Sharma,31-Mar-76,M,M,"$130,000.00",1,Graduate Degree,Management,1,3,1-2 Miles
19810,369,Oscar,Long,07-Sep-94,S,M,"$60,000.00",0,High School,Professional,1,2,5-10 Miles
19811,552,Evan,Allen,12-Jun-98,M,M,"$60,000.00",0,High School,Professional,0,2,5-10 Miles
19812,312,Sydney,Morgan,06-Sep-99,S,F,"$70,000.00",1,Partial College,Professional,1,0,5-10 Miles
19813,618,Rebecca,Perez,23-Jan-64,M,F,"$80,000.00",1,Bachelors,Management,1,0,0-1 Miles
19814,302,Blake,Washington,07-Nov-83,M,M,"$80,000.00",1,Bachelors,Management,1,1,2-5 Miles
19815,638,Christian,Thompson,04-Jan-62,M,M,"$80,000.00",1,Bachelors,Management,1,1,2-5 Miles
19816,536,Lucas,Brown,13-Apr-96,M,M,"$90,000.00",0,Partial College,Professional,1,1,5-10 Miles
19817,51,Morgan,Flores,15-Oct-93,S,F,"$60,000.00",0,High School,Professional,1,2,5-10 Miles
19818,326,Brianna,Anderson,18-Aug-88,M,F,"$60,000.00",0,High School,Professional,0,2,5-10 Miles
19819,343,Andrew,Brown,01-Sep-70,M,M,"$60,000.00",0,High School,Professional,0,2,5-10 Miles
19820,336,Alexandra,Coleman,05-Oct-71,M,F,"$60,000.00",0,High School,Professional,0,2,1-2 Miles
19821,300,Tabitha,Vazquez,25-Dec-75,M,F,"$70,000.00",0,Partial College,Professional,0,2,5-10 Miles
19822,51,Carlos,Adams,27-Apr-98,M,M,"$90,000.00",4,Partial College,Professional,1,3,2-5 Miles
19823,60,Abigail,Foster,13-Nov-74,M,F,"$90,000.00",4,Partial College,Professional,1,3,2-5 Miles
19824,609,Jordan,Perry,30-Mar-83,S,M,"$90,000.00",5,Partial College,Professional,1,3,2-5 Miles
19825,311,Gilbert,Ferrier,07-Sep-90,M,M,"$120,000.00",2,Bachelors,Management,1,4,2-5 Miles
19826,41,Clarence,Zhao,19-Apr-61,S,M,"$80,000.00",3,Bachelors,Management,1,0,2-5 Miles
19827,53,Justin,Smith,19-Sep-97,M,M,"$80,000.00",3,Bachelors,Management,1,0,0-1 Miles
19828,62,Madison,Wilson,06-Dec-68,M,F,"$80,000.00",3,Bachelors,Management,1,0,2-5 Miles
19829,62,Lucas,Mitchell,20-Apr-67,S,M,"$60,000.00",2,Graduate Degree,Professional,0,0,0-1 Miles
19830,51,Gabrielle,Long,09-Dec-99,S,F,"$70,000.00",0,Bachelors,Professional,1,1,2-5 Miles
19831,358,Charles,Green,09-Jun-88,M,M,"$70,000.00",0,Partial College,Skilled Manual,1,1,0-1 Miles
19832,307,Sheila,Hernandez,05-Feb-89,M,F,"$40,000.00",3,High School,Skilled Manual,0,3,5-10 Miles
19833,539,Michelle,Kelly,28-Jun-91,M,F,"$50,000.00",0,Bachelors,Management,1,2,10+ Miles
19834,612,Johnny,Sharma,02-Jan-98,M,M,"$50,000.00",0,Bachelors,Management,1,2,10+ Miles
19835,545,Jordan,Allen,24-Mar-68,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19836,51,Kevin,Jai,16-Dec-65,M,M,"$60,000.00",0,Graduate Degree,Management,0,2,1-2 Miles
19837,299,Philip,Jimenez,20-Nov-98,M,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19838,552,Jared,Ramirez,12-Feb-97,M,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19839,41,Carly,Yuan,25-Dec-92,M,F,"$60,000.00",0,Graduate Degree,Management,0,2,1-2 Miles
19840,329,Jessica,James,05-Jul-87,M,F,"$60,000.00",0,Graduate Degree,Management,1,2,10+ Miles
19841,316,Alexandria,Jenkins,11-May-75,M,F,"$70,000.00",0,Bachelors,Management,0,2,1-2 Miles
19842,611,Katherine,Phillips,27-May-64,M,F,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19843,326,Connor,Kumar,14-Jan-98,S,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19844,59,Emma,Murphy,08-Dec-93,M,F,"$70,000.00",0,Bachelors,Management,1,2,1-2 Miles
19845,648,Fernando,Hernandez,15-Mar-78,M,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19846,548,Seth,Patterson,11-Jun-99,M,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19847,49,Brendan,Anand,08-Jan-72,S,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19848,611,Bryant,Malhotra,06-Dec-85,M,M,"$80,000.00",0,Bachelors,Management,1,2,5-10 Miles
19849,298,Jorge,Wu,13-May-91,M,M,"$40,000.00",0,High School,Professional,0,2,10+ Miles
19850,338,Jeremiah,Hill,19-May-65,M,M,"$40,000.00",0,High School,Professional,0,2,1-2 Miles
19851,301,Louis,Pal,12-Feb-90,S,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19852,626,Eric,Carter,26-Sep-65,S,M,"$70,000.00",0,Bachelors,Management,1,2,10+ Miles
19853,305,Ricky,Ramos,07-Nov-91,M,M,"$70,000.00",0,Bachelors,Management,1,3,2-5 Miles
19854,347,Katherine,Hall,19-Jun-60,S,F,"$70,000.00",0,Bachelors,Management,1,3,10+ Miles
19855,60,John,Smith,27-Dec-67,M,M,"$70,000.00",0,Bachelors,Management,1,3,2-5 Miles
19856,301,Tammy,Madan,16-Feb-68,M,F,"$60,000.00",0,Bachelors,Management,1,2,2-5 Miles
19857,368,Megan,Rogers,17-Dec-60,S,F,"$60,000.00",0,Bachelors,Management,1,2,10+ Miles
19858,548,Jenna,Collins,21-Sep-63,M,F,"$60,000.00",0,Bachelors,Management,1,2,10+ Miles
19859,302,Lisa,Zhao,04-Dec-84,M,F,"$60,000.00",0,Bachelors,Management,1,2,10+ Miles
19860,607,Sara,Young,19-Dec-73,S,F,"$70,000.00",1,Partial College,Professional,1,1,10+ Miles
19861,542,Caroline,Perry,02-Sep-78,M,F,"$70,000.00",1,Partial College,Professional,1,1,2-5 Miles
19862,63,Emily,Harris,20-Dec-82,M,F,"$40,000.00",1,High School,Professional,0,2,2-5 Miles
19863,612,Paige,Powell,01-Nov-85,M,F,"$60,000.00",1,Partial College,Professional,1,1,10+ Miles
19864,547,Isaiah,Brooks,04-Nov-97,M,M,"$60,000.00",1,Partial College,Professional,1,1,10+ Miles
19865,553,Hailey,Butler,07-Feb-75,M,F,"$60,000.00",1,Partial College,Professional,1,2,2-5 Miles
19866,307,Martin,Patel,14-Mar-63,M,M,"$60,000.00",1,Partial College,Professional,1,2,10+ Miles
19867,307,Juan,Sanchez,27-Nov-62,M,M,"$60,000.00",1,Partial College,Professional,1,2,2-5 Miles
19868,345,Kyle,Jenkins,11-Mar-79,S,M,"$60,000.00",1,Bachelors,Management,1,0,10+ Miles
19869,383,Carol,Brooks,18-May-65,M,F,"$70,000.00",1,Partial College,Professional,1,2,1-2 Miles
19870,54,James,Martin,22-Mar-89,M,M,"$40,000.00",1,Partial High School,Skilled Manual,1,2,10+ Miles
19871,638,Bryce,Rivera,28-Aug-96,S,M,"$60,000.00",1,Partial College,Professional,1,2,10+ Miles
19872,49,Faith,Foster,07-Feb-86,M,F,"$40,000.00",1,Partial High School,Skilled Manual,0,2,2-5 Miles
19873,58,Dylan,Thomas,22-Feb-63,S,M,"$40,000.00",1,Partial High School,Skilled Manual,1,2,10+ Miles
19874,70,Sara,Rogers,20-Dec-79,M,F,"$40,000.00",1,Partial High School,Skilled Manual,1,3,10+ Miles
19875,611,Patrick,James,16-Jun-65,M,M,"$60,000.00",1,Partial College,Professional,1,2,2-5 Miles
19876,302,Nathan,Edwards,30-Nov-60,M,M,"$60,000.00",1,Partial College,Professional,0,1,2-5 Miles
19877,307,Steve,Zheng,01-Jul-84,M,M,"$60,000.00",1,Partial College,Professional,1,1,2-5 Miles
19878,331,Morgan,Jackson,02-Nov-90,M,F,"$70,000.00",2,Partial College,Professional,1,1,1-2 Miles
19879,335,Ian,Green,01-Mar-72,M,M,"$70,000.00",2,Partial College,Professional,1,1,1-2 Miles
19880,348,Emma,Bennett,05-May-78,M,F,"$70,000.00",2,Partial College,Professional,0,1,1-2 Miles
19881,369,Aidan,Long,01-May-98,M,M,"$80,000.00",1,Bachelors,Management,1,1,1-2 Miles
19882,374,Richard,Phillips,17-Jan-71,S,M,"$80,000.00",1,Bachelors,Management,1,1,5-10 Miles
19883,385,Kevin,Young,04-Oct-60,M,M,"$80,000.00",1,Bachelors,Management,1,2,5-10 Miles
19884,66,James,Simmons,28-Jul-87,M,M,"$60,000.00",1,High School,Professional,1,2,2-5 Miles
19885,609,Isaac,Turner,22-May-67,S,M,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19886,623,Marcus,Butler,12-Oct-78,M,M,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19887,553,Olivia,Walker,14-Sep-91,M,F,"$60,000.00",1,Partial College,Professional,0,1,2-5 Miles
19888,325,Carson,Washington,27-Mar-62,S,M,"$60,000.00",1,Partial College,Professional,1,2,10+ Miles
19889,316,Catherine,Sanders,28-Feb-97,S,F,"$70,000.00",1,Partial High School,Skilled Manual,0,2,2-5 Miles
19890,312,Lee,Alvarez,28-Feb-69,S,M,"$70,000.00",1,Partial High School,Skilled Manual,1,2,10+ Miles
19891,616,Jennifer,Morgan,12-Mar-67,M,F,"$60,000.00",1,High School,Professional,1,2,2-5 Miles
19892,358,Richard,Campbell,28-Nov-77,M,M,"$60,000.00",1,High School,Professional,1,2,2-5 Miles
19893,627,Evan,Baker,11-May-85,S,M,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19894,609,Elijah,Sharma,12-Aug-67,S,M,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19895,301,Ricky,Jimenez,03-Feb-84,M,M,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19896,546,Kaitlyn,Thomas,13-Aug-89,M,F,"$60,000.00",1,High School,Professional,1,2,10+ Miles
19897,361,Gabriella,Nelson,15-Jun-73,S,F,"$70,000.00",3,Partial College,Professional,1,1,10+ Miles
19898,177,Desiree,Serrano,04-Dec-88,S,F,"$130,000.00",3,Bachelors,Management,0,4,0-1 Miles
19899,223,Marcus,Richardson,01-May-65,M,M,"$110,000.00",4,Partial College,Professional,1,3,5-10 Miles
19900,155,Zoe,Richardson,03-Jun-99,M,F,"$120,000.00",4,High School,Professional,1,4,5-10 Miles
19901,178,Ronald,Sara,25-Mar-98,M,M,"$130,000.00",4,Partial College,Professional,1,3,5-10 Miles
19902,208,Johnny,Pal,23-Oct-63,M,M,"$100,000.00",3,Partial College,Professional,1,4,5-10 Miles
19903,184,Marcus,Nelson,30-Jan-89,S,M,"$100,000.00",3,High School,Professional,1,4,5-10 Miles
19904,121,Jasmine,Gray,21-Feb-65,M,F,"$120,000.00",4,High School,Professional,1,4,5-10 Miles
19905,275,Chelsea,Fernandez,17-Jun-70,S,F,"$170,000.00",3,Partial College,Professional,0,4,0-1 Miles
19906,277,Armando,Muñoz,17-Oct-81,M,M,"$170,000.00",3,High School,Professional,1,4,0-1 Miles
19907,222,Bruce,Diaz,22-May-91,M,M,"$100,000.00",3,High School,Professional,1,4,10+ Miles
19908,200,Pamela,Prasad,27-Feb-79,S,F,"$100,000.00",3,High School,Professional,1,4,10+ Miles
19909,143,Geoffrey,Chandra,08-Jun-81,M,M,"$110,000.00",4,Partial College,Professional,1,4,10+ Miles
19910,162,Orlando,Rubio,04-Mar-92,M,M,"$130,000.00",4,Partial College,Professional,1,3,5-10 Miles
19911,250,Valerie,Chen,22-Jan-95,S,F,"$130,000.00",4,Partial College,Professional,0,3,0-1 Miles
19912,261,Tara,Xie,06-Jun-87,M,F,"$160,000.00",4,High School,Professional,1,3,0-1 Miles
19913,220,Jennifer,Perez,04-Jan-72,M,F,"$70,000.00",1,High School,Professional,1,2,2-5 Miles
19914,188,Willie,Ma,18-Mar-99,M,M,"$80,000.00",0,Bachelors,Management,1,2,2-5 Miles
19915,149,Claudia,McDonald,02-Dec-74,M,F,"$100,000.00",3,Graduate Degree,Management,1,4,2-5 Miles
19916,273,Katie,Xie,05-Nov-73,M,F,"$170,000.00",4,Graduate Degree,Management,1,2,0-1 Miles
19917,275,Jenny,Chander,21-Feb-95,M,F,"$170,000.00",4,Bachelors,Management,1,3,0-1 Miles
19918,277,Joy,Alonso,29-Nov-84,M,F,"$170,000.00",4,Bachelors,Management,1,3,0-1 Miles
19919,265,Rebekah,Johnsen,23-Aug-94,M,F,"$150,000.00",4,Graduate Degree,Management,1,4,0-1 Miles
19920,194,Meredith,Sanchez,18-Aug-64,S,F,"$90,000.00",0,Partial College,Professional,1,2,10+ Miles
19921,150,Cara,Cai,19-Jun-67,S,F,"$110,000.00",4,Bachelors,Management,1,4,10+ Miles
19922,215,Nancy,Gonzalez,28-May-98,S,F,"$90,000.00",2,High School,Professional,1,1,10+ Miles
19923,202,Joe,Prasad,20-Mar-78,M,M,"$100,000.00",4,High School,Professional,1,3,10+ Miles
19924,121,Douglas,Perez,09-Jul-73,M,M,"$120,000.00",5,Partial High School,Professional,1,2,5-10 Miles
19925,133,Madison,Jenkins,12-Sep-89,M,F,"$130,000.00",4,Partial College,Professional,1,4,0-1 Miles
19926,236,Alexandria,Diaz,05-Oct-70,M,F,"$130,000.00",4,Partial College,Professional,0,4,5-10 Miles
19927,270,Ruben,Fernandez,23-Apr-93,M,M,"$170,000.00",4,High School,Professional,1,4,0-1 Miles
19928,273,Jaime,Sanz,09-Apr-87,M,F,"$170,000.00",4,High School,Professional,1,4,0-1 Miles
19929,211,Dale,Chander,20-May-68,M,M,"$100,000.00",4,Bachelors,Management,1,3,10+ Miles
19930,149,Tony,Tang,20-Aug-89,M,M,"$110,000.00",5,Partial College,Professional,0,2,10+ Miles
19931,135,Darryl,Xu,10-Aug-70,M,M,"$120,000.00",5,Bachelors,Management,0,2,10+ Miles
19932,203,Javier,Sanz,09-Sep-99,S,M,"$80,000.00",1,Partial College,Professional,1,2,10+ Miles
19933,235,Nichole,Deng,22-Jul-99,M,F,"$120,000.00",5,Partial College,Professional,1,3,10+ Miles
19934,165,Neil,Blanco,21-Mar-74,M,M,"$80,000.00",2,High School,Professional,1,2,10+ Miles
19935,173,Clinton,Navarro,01-Jun-70,M,M,"$100,000.00",4,Partial College,Professional,1,4,10+ Miles
19936,155,Corey,Luo,06-Jun-65,M,M,"$100,000.00",4,Partial College,Management,1,4,10+ Miles
19937,133,Jimmy,Gomez,01-May-99,S,M,"$100,000.00",4,Partial College,Management,1,4,10+ Miles
19938,253,Chelsea,Patel,27-Oct-98,M,F,"$150,000.00",5,Bachelors,Management,1,3,10+ Miles
19939,269,Alvin,Wang,07-Nov-84,M,M,"$160,000.00",5,Partial College,Management,1,3,10+ Miles
19940,254,Rosa,Ye,31-Jul-81,M,F,"$160,000.00",5,Partial College,Management,0,4,10+ Miles
19941,256,Cedric,Liang,22-Sep-77,S,M,"$160,000.00",5,High School,Management,0,4,0-1 Miles
19942,264,Armando,Navarro,10-Aug-91,S,M,"$170,000.00",5,Partial College,Management,0,4,0-1 Miles
19943,193,Walter,Carlson,18-Nov-97,M,M,"$90,000.00",1,High School,Management,0,3,5-10 Miles
19944,156,Jonathon,Suarez,21-May-64,M,M,"$90,000.00",1,Partial High School,Skilled Manual,0,4,5-10 Miles
19945,225,Phillip,Garcia,26-Mar-62,M,M,"$80,000.00",1,Partial High School,Skilled Manual,1,4,5-10 Miles
19946,243,Tamara,Raje,29-Jan-62,S,F,"$120,000.00",5,High School,Management,1,4,10+ Miles
19947,39,Darryl,Liu,23-Nov-79,S,M,"$70,000.00",0,Bachelors,Professional,0,2,5-10 Miles
19948,35,Lacey,Hu,12-Jan-72,S,F,"$70,000.00",0,Bachelors,Professional,1,2,10+ Miles
19949,11,Niñia,Anand,01-May-93,M,F,"$70,000.00",0,Bachelors,Professional,1,2,10+ Miles
19950,30,Ronnie,Lu,15-Jun-98,M,M,"$80,000.00",0,Bachelors,Professional,1,2,10+ Miles
19951,24,Roy,Moreno,26-Jul-61,S,M,"$80,000.00",0,Bachelors,Professional,0,2,10+ Miles
19952,38,Adrienne,Martin,06-Sep-83,S,F,"$80,000.00",0,Bachelors,Professional,1,2,10+ Miles
19953,37,Darrell,Lal,05-Nov-83,S,M,"$70,000.00",0,Bachelors,Professional,1,3,10+ Miles
19954,34,Jose,Carlson,08-Jun-77,M,M,"$70,000.00",0,Bachelors,Professional,1,3,10+ Miles
19955,34,Jake,Gao,18-Apr-78,S,M,"$80,000.00",0,Bachelors,Professional,1,3,10+ Miles
19956,40,Susan,She,14-May-99,M,F,"$80,000.00",0,Bachelors,Professional,1,3,10+ Miles
19957,21,Arthur,Mehta,13-Jul-94,S,M,"$90,000.00",0,Bachelors,Professional,1,2,10+ Miles
19958,18,Erika,Romero,02-Mar-64,M,F,"$90,000.00",0,Bachelors,Professional,1,3,10+ Miles
19959,40,Tabitha,Moreno,07-Sep-70,S,F,"$100,000.00",5,High School,Management,1,2,10+ Miles
19960,38,Phil,Spencer,15-Jan-96,M,M,"$100,000.00",5,High School,Management,1,2,10+ Miles
